Clicks, Impressions, Alpha, Method
46,1000,0.05,EGreedy
93,2000,0.05,EGreedy
149,3000,0.05,EGreedy
184,4000,0.05,EGreedy
238,5000,0.05,EGreedy
286,6000,0.05,EGreedy
333,7000,0.05,EGreedy
385,8000,0.05,EGreedy
434,9000,0.05,EGreedy
475,10000,0.05,EGreedy
526,11000,0.05,EGreedy
571,12000,0.05,EGreedy
615,13000,0.05,EGreedy
657,14000,0.05,EGreedy
697,15000,0.05,EGreedy
739,16000,0.05,EGreedy
776,17000,0.05,EGreedy
828,18000,0.05,EGreedy
875,19000,0.05,EGreedy
933,20000,0.05,EGreedy
989,21000,0.05,EGreedy
1036,22000,0.05,EGreedy
1088,23000,0.05,EGreedy
1124,24000,0.05,EGreedy
1170,25000,0.05,EGreedy
1218,26000,0.05,EGreedy
1257,27000,0.05,EGreedy
1312,28000,0.05,EGreedy
1356,29000,0.05,EGreedy
1408,30000,0.05,EGreedy
1450,31000,0.05,EGreedy
1503,32000,0.05,EGreedy
1551,33000,0.05,EGreedy
1608,34000,0.05,EGreedy
1655,35000,0.05,EGreedy
1702,36000,0.05,EGreedy
1757,37000,0.05,EGreedy
1798,38000,0.05,EGreedy
1844,39000,0.05,EGreedy
1888,40000,0.05,EGreedy
1928,41000,0.05,EGreedy
1975,42000,0.05,EGreedy
2036,43000,0.05,EGreedy
2082,44000,0.05,EGreedy
2122,45000,0.05,EGreedy
2162,46000,0.05,EGreedy
2218,47000,0.05,EGreedy
2252,48000,0.05,EGreedy
2293,49000,0.05,EGreedy
2356,50000,0.05,EGreedy
2400,51000,0.05,EGreedy
2444,52000,0.05,EGreedy
2482,53000,0.05,EGreedy
2538,54000,0.05,EGreedy
2594,55000,0.05,EGreedy
2647,56000,0.05,EGreedy
2699,57000,0.05,EGreedy
2744,58000,0.05,EGreedy
2787,59000,0.05,EGreedy
2845,60000,0.05,EGreedy
2892,61000,0.05,EGreedy
2937,62000,0.05,EGreedy
2989,63000,0.05,EGreedy
3029,64000,0.05,EGreedy
3077,65000,0.05,EGreedy
3120,66000,0.05,EGreedy
3163,67000,0.05,EGreedy
3205,68000,0.05,EGreedy
3244,69000,0.05,EGreedy
3285,70000,0.05,EGreedy
3336,71000,0.05,EGreedy
3378,72000,0.05,EGreedy
3424,73000,0.05,EGreedy
3473,74000,0.05,EGreedy
3520,75000,0.05,EGreedy
3577,76000,0.05,EGreedy
3617,77000,0.05,EGreedy
3656,78000,0.05,EGreedy
3705,79000,0.05,EGreedy
3759,80000,0.05,EGreedy
3808,81000,0.05,EGreedy
3854,82000,0.05,EGreedy
3899,83000,0.05,EGreedy
3936,84000,0.05,EGreedy
3988,85000,0.05,EGreedy
4037,86000,0.05,EGreedy
4081,87000,0.05,EGreedy
4135,88000,0.05,EGreedy
4174,89000,0.05,EGreedy
4225,90000,0.05,EGreedy
4271,91000,0.05,EGreedy
4319,92000,0.05,EGreedy
4358,93000,0.05,EGreedy
4408,94000,0.05,EGreedy
4457,95000,0.05,EGreedy
4502,96000,0.05,EGreedy
4550,97000,0.05,EGreedy
4607,98000,0.05,EGreedy
4654,99000,0.05,EGreedy
4709,100000,0.05,EGreedy
4768,101000,0.05,EGreedy
4814,102000,0.05,EGreedy
4864,103000,0.05,EGreedy
4912,104000,0.05,EGreedy
4953,105000,0.05,EGreedy
5002,106000,0.05,EGreedy
5051,107000,0.05,EGreedy
5098,108000,0.05,EGreedy
5145,109000,0.05,EGreedy
5188,110000,0.05,EGreedy
5235,111000,0.05,EGreedy
5288,112000,0.05,EGreedy
5333,113000,0.05,EGreedy
5385,114000,0.05,EGreedy
5438,115000,0.05,EGreedy
5485,116000,0.05,EGreedy
5528,117000,0.05,EGreedy
5579,118000,0.05,EGreedy
5613,119000,0.05,EGreedy
5658,120000,0.05,EGreedy
5704,121000,0.05,EGreedy
5751,122000,0.05,EGreedy
5800,123000,0.05,EGreedy
5837,124000,0.05,EGreedy
5881,125000,0.05,EGreedy
5925,126000,0.05,EGreedy
5965,127000,0.05,EGreedy
6008,128000,0.05,EGreedy
6053,129000,0.05,EGreedy
6100,130000,0.05,EGreedy
6134,131000,0.05,EGreedy
6185,132000,0.05,EGreedy
6245,133000,0.05,EGreedy
6294,134000,0.05,EGreedy
6348,135000,0.05,EGreedy
6399,136000,0.05,EGreedy
6451,137000,0.05,EGreedy
6504,138000,0.05,EGreedy
6545,139000,0.05,EGreedy
6599,140000,0.05,EGreedy
6644,141000,0.05,EGreedy
6699,142000,0.05,EGreedy
6749,143000,0.05,EGreedy
6803,144000,0.05,EGreedy
6854,145000,0.05,EGreedy
6906,146000,0.05,EGreedy
6944,147000,0.05,EGreedy
6982,148000,0.05,EGreedy
7022,149000,0.05,EGreedy
7077,150000,0.05,EGreedy
7131,151000,0.05,EGreedy
7177,152000,0.05,EGreedy
7230,153000,0.05,EGreedy
7287,154000,0.05,EGreedy
7328,155000,0.05,EGreedy
7378,156000,0.05,EGreedy
7431,157000,0.05,EGreedy
7464,158000,0.05,EGreedy
7513,159000,0.05,EGreedy
7559,160000,0.05,EGreedy
7599,161000,0.05,EGreedy
7633,162000,0.05,EGreedy
7679,163000,0.05,EGreedy
7736,164000,0.05,EGreedy
7784,165000,0.05,EGreedy
7822,166000,0.05,EGreedy
7868,167000,0.05,EGreedy
7913,168000,0.05,EGreedy
7958,169000,0.05,EGreedy
8008,170000,0.05,EGreedy
8051,171000,0.05,EGreedy
8104,172000,0.05,EGreedy
8145,173000,0.05,EGreedy
8187,174000,0.05,EGreedy
8236,175000,0.05,EGreedy
8284,176000,0.05,EGreedy
8322,177000,0.05,EGreedy
8365,178000,0.05,EGreedy
8409,179000,0.05,EGreedy
8451,180000,0.05,EGreedy
8492,181000,0.05,EGreedy
8539,182000,0.05,EGreedy
8573,183000,0.05,EGreedy
8620,184000,0.05,EGreedy
8673,185000,0.05,EGreedy
8714,186000,0.05,EGreedy
8763,187000,0.05,EGreedy
8809,188000,0.05,EGreedy
8853,189000,0.05,EGreedy
8898,190000,0.05,EGreedy
8953,191000,0.05,EGreedy
8992,192000,0.05,EGreedy
9027,193000,0.05,EGreedy
9070,194000,0.05,EGreedy
9117,195000,0.05,EGreedy
9167,196000,0.05,EGreedy
9215,197000,0.05,EGreedy
9259,198000,0.05,EGreedy
9322,199000,0.05,EGreedy
9371,200000,0.05,EGreedy
9418,201000,0.05,EGreedy
9451,202000,0.05,EGreedy
9501,203000,0.05,EGreedy
9544,204000,0.05,EGreedy
9588,205000,0.05,EGreedy
9634,206000,0.05,EGreedy
9678,207000,0.05,EGreedy
9724,208000,0.05,EGreedy
9772,209000,0.05,EGreedy
9815,210000,0.05,EGreedy
9875,211000,0.05,EGreedy
9919,212000,0.05,EGreedy
9955,213000,0.05,EGreedy
9990,214000,0.05,EGreedy
10032,215000,0.05,EGreedy
10078,216000,0.05,EGreedy
10131,217000,0.05,EGreedy
10179,218000,0.05,EGreedy
10231,219000,0.05,EGreedy
10276,220000,0.05,EGreedy
10329,221000,0.05,EGreedy
10367,222000,0.05,EGreedy
10422,223000,0.05,EGreedy
10467,224000,0.05,EGreedy
10513,225000,0.05,EGreedy
10559,226000,0.05,EGreedy
10610,227000,0.05,EGreedy
10659,228000,0.05,EGreedy
10703,229000,0.05,EGreedy
10745,230000,0.05,EGreedy
10790,231000,0.05,EGreedy
10849,232000,0.05,EGreedy
10899,233000,0.05,EGreedy
10946,234000,0.05,EGreedy
10998,235000,0.05,EGreedy
11046,236000,0.05,EGreedy
11086,237000,0.05,EGreedy
11140,238000,0.05,EGreedy
11189,239000,0.05,EGreedy
11221,240000,0.05,EGreedy
11263,241000,0.05,EGreedy
11320,242000,0.05,EGreedy
11370,243000,0.05,EGreedy
11411,244000,0.05,EGreedy
11448,245000,0.05,EGreedy
11496,246000,0.05,EGreedy
11546,247000,0.05,EGreedy
11600,248000,0.05,EGreedy
11645,249000,0.05,EGreedy
11691,250000,0.05,EGreedy
11738,251000,0.05,EGreedy
11784,252000,0.05,EGreedy
11838,253000,0.05,EGreedy
11886,254000,0.05,EGreedy
11931,255000,0.05,EGreedy
11970,256000,0.05,EGreedy
12029,257000,0.05,EGreedy
12086,258000,0.05,EGreedy
12132,259000,0.05,EGreedy
12191,260000,0.05,EGreedy
12229,261000,0.05,EGreedy
12282,262000,0.05,EGreedy
12331,263000,0.05,EGreedy
12375,264000,0.05,EGreedy
12431,265000,0.05,EGreedy
12473,266000,0.05,EGreedy
12520,267000,0.05,EGreedy
12553,268000,0.05,EGreedy
12603,269000,0.05,EGreedy
12664,270000,0.05,EGreedy
12714,271000,0.05,EGreedy
12759,272000,0.05,EGreedy
12801,273000,0.05,EGreedy
12842,274000,0.05,EGreedy
12896,275000,0.05,EGreedy
12943,276000,0.05,EGreedy
12997,277000,0.05,EGreedy
13036,278000,0.05,EGreedy
13077,279000,0.05,EGreedy
13125,280000,0.05,EGreedy
13172,281000,0.05,EGreedy
13221,282000,0.05,EGreedy
13261,283000,0.05,EGreedy
13312,284000,0.05,EGreedy
13374,285000,0.05,EGreedy
13433,286000,0.05,EGreedy
13475,287000,0.05,EGreedy
13515,288000,0.05,EGreedy
13558,289000,0.05,EGreedy
13610,290000,0.05,EGreedy
13671,291000,0.05,EGreedy
13721,292000,0.05,EGreedy
13762,293000,0.05,EGreedy
13813,294000,0.05,EGreedy
13862,295000,0.05,EGreedy
13912,296000,0.05,EGreedy
13955,297000,0.05,EGreedy
14014,298000,0.05,EGreedy
14076,299000,0.05,EGreedy
14114,300000,0.05,EGreedy
14151,301000,0.05,EGreedy
14208,302000,0.05,EGreedy
14252,303000,0.05,EGreedy
14300,304000,0.05,EGreedy
14331,305000,0.05,EGreedy
14371,306000,0.05,EGreedy
14426,307000,0.05,EGreedy
14479,308000,0.05,EGreedy
14532,309000,0.05,EGreedy
14582,310000,0.05,EGreedy
14616,311000,0.05,EGreedy
14650,312000,0.05,EGreedy
14694,313000,0.05,EGreedy
14741,314000,0.05,EGreedy
14787,315000,0.05,EGreedy
14828,316000,0.05,EGreedy
14878,317000,0.05,EGreedy
14932,318000,0.05,EGreedy
14981,319000,0.05,EGreedy
15026,320000,0.05,EGreedy
15060,321000,0.05,EGreedy
15101,322000,0.05,EGreedy
15157,323000,0.05,EGreedy
15206,324000,0.05,EGreedy
15250,325000,0.05,EGreedy
15300,326000,0.05,EGreedy
15348,327000,0.05,EGreedy
15402,328000,0.05,EGreedy
15447,329000,0.05,EGreedy
15498,330000,0.05,EGreedy
15551,331000,0.05,EGreedy
15607,332000,0.05,EGreedy
15658,333000,0.05,EGreedy
15701,334000,0.05,EGreedy
15753,335000,0.05,EGreedy
15795,336000,0.05,EGreedy
15841,337000,0.05,EGreedy
15896,338000,0.05,EGreedy
15945,339000,0.05,EGreedy
15996,340000,0.05,EGreedy
16042,341000,0.05,EGreedy
16100,342000,0.05,EGreedy
16149,343000,0.05,EGreedy
16207,344000,0.05,EGreedy
16256,345000,0.05,EGreedy
16301,346000,0.05,EGreedy
16349,347000,0.05,EGreedy
16398,348000,0.05,EGreedy
16444,349000,0.05,EGreedy
16490,350000,0.05,EGreedy
16537,351000,0.05,EGreedy
16587,352000,0.05,EGreedy
16626,353000,0.05,EGreedy
16668,354000,0.05,EGreedy
16709,355000,0.05,EGreedy
16743,356000,0.05,EGreedy
16795,357000,0.05,EGreedy
16837,358000,0.05,EGreedy
16886,359000,0.05,EGreedy
16933,360000,0.05,EGreedy
16982,361000,0.05,EGreedy
17039,362000,0.05,EGreedy
17087,363000,0.05,EGreedy
17130,364000,0.05,EGreedy
17176,365000,0.05,EGreedy
17223,366000,0.05,EGreedy
17266,367000,0.05,EGreedy
17299,368000,0.05,EGreedy
17338,369000,0.05,EGreedy
17397,370000,0.05,EGreedy
17438,371000,0.05,EGreedy
17488,372000,0.05,EGreedy
17542,373000,0.05,EGreedy
17589,374000,0.05,EGreedy
17623,375000,0.05,EGreedy
17674,376000,0.05,EGreedy
17739,377000,0.05,EGreedy
17768,378000,0.05,EGreedy
17824,379000,0.05,EGreedy
17867,380000,0.05,EGreedy
17907,381000,0.05,EGreedy
17957,382000,0.05,EGreedy
18001,383000,0.05,EGreedy
18052,384000,0.05,EGreedy
18099,385000,0.05,EGreedy
18145,386000,0.05,EGreedy
18194,387000,0.05,EGreedy
18230,388000,0.05,EGreedy
18276,389000,0.05,EGreedy
18316,390000,0.05,EGreedy
18360,391000,0.05,EGreedy
18406,392000,0.05,EGreedy
18463,393000,0.05,EGreedy
18510,394000,0.05,EGreedy
18558,395000,0.05,EGreedy
18604,396000,0.05,EGreedy
18651,397000,0.05,EGreedy
18695,398000,0.05,EGreedy
18747,399000,0.05,EGreedy
18786,400000,0.05,EGreedy
18846,401000,0.05,EGreedy
18899,402000,0.05,EGreedy
18944,403000,0.05,EGreedy
19000,404000,0.05,EGreedy
19053,405000,0.05,EGreedy
19104,406000,0.05,EGreedy
19145,407000,0.05,EGreedy
19184,408000,0.05,EGreedy
19228,409000,0.05,EGreedy
19283,410000,0.05,EGreedy
19332,411000,0.05,EGreedy
19381,412000,0.05,EGreedy
19431,413000,0.05,EGreedy
19480,414000,0.05,EGreedy
19538,415000,0.05,EGreedy
19584,416000,0.05,EGreedy
19631,417000,0.05,EGreedy
19672,418000,0.05,EGreedy
19724,419000,0.05,EGreedy
19775,420000,0.05,EGreedy
19827,421000,0.05,EGreedy
19871,422000,0.05,EGreedy
19914,423000,0.05,EGreedy
19958,424000,0.05,EGreedy
19993,425000,0.05,EGreedy
20039,426000,0.05,EGreedy
20089,427000,0.05,EGreedy
20150,428000,0.05,EGreedy
20195,429000,0.05,EGreedy
20242,430000,0.05,EGreedy
20284,431000,0.05,EGreedy
20328,432000,0.05,EGreedy
20369,433000,0.05,EGreedy
20415,434000,0.05,EGreedy
20468,435000,0.05,EGreedy
20522,436000,0.05,EGreedy
20557,437000,0.05,EGreedy
20611,438000,0.05,EGreedy
20670,439000,0.05,EGreedy
20715,440000,0.05,EGreedy
20746,441000,0.05,EGreedy
20799,442000,0.05,EGreedy
20844,443000,0.05,EGreedy
20888,444000,0.05,EGreedy
20935,445000,0.05,EGreedy
20982,446000,0.05,EGreedy
21032,447000,0.05,EGreedy
21076,448000,0.05,EGreedy
21119,449000,0.05,EGreedy
21158,450000,0.05,EGreedy
21211,451000,0.05,EGreedy
21267,452000,0.05,EGreedy
21311,453000,0.05,EGreedy
21359,454000,0.05,EGreedy
21407,455000,0.05,EGreedy
21457,456000,0.05,EGreedy
21501,457000,0.05,EGreedy
21548,458000,0.05,EGreedy
21600,459000,0.05,EGreedy
21649,460000,0.05,EGreedy
21689,461000,0.05,EGreedy
21729,462000,0.05,EGreedy
21773,463000,0.05,EGreedy
21818,464000,0.05,EGreedy
21869,465000,0.05,EGreedy
21920,466000,0.05,EGreedy
21977,467000,0.05,EGreedy
22011,468000,0.05,EGreedy
22056,469000,0.05,EGreedy
22103,470000,0.05,EGreedy
22148,471000,0.05,EGreedy
22202,472000,0.05,EGreedy
22260,473000,0.05,EGreedy
22300,474000,0.05,EGreedy
22349,475000,0.05,EGreedy
22397,476000,0.05,EGreedy
22449,477000,0.05,EGreedy
22500,478000,0.05,EGreedy
22562,479000,0.05,EGreedy
22612,480000,0.05,EGreedy
22650,481000,0.05,EGreedy
22695,482000,0.05,EGreedy
22736,483000,0.05,EGreedy
22790,484000,0.05,EGreedy
22833,485000,0.05,EGreedy
22885,486000,0.05,EGreedy
22929,487000,0.05,EGreedy
22979,488000,0.05,EGreedy
23031,489000,0.05,EGreedy
23088,490000,0.05,EGreedy
23116,491000,0.05,EGreedy
23162,492000,0.05,EGreedy
23212,493000,0.05,EGreedy
23261,494000,0.05,EGreedy
23314,495000,0.05,EGreedy
23362,496000,0.05,EGreedy
23411,497000,0.05,EGreedy
23456,498000,0.05,EGreedy
23512,499000,0.05,EGreedy
23552,500000,0.05,EGreedy
23595,501000,0.05,EGreedy
23636,502000,0.05,EGreedy
23679,503000,0.05,EGreedy
23722,504000,0.05,EGreedy
23768,505000,0.05,EGreedy
23812,506000,0.05,EGreedy
23864,507000,0.05,EGreedy
23916,508000,0.05,EGreedy
23963,509000,0.05,EGreedy
24009,510000,0.05,EGreedy
24055,511000,0.05,EGreedy
24093,512000,0.05,EGreedy
24147,513000,0.05,EGreedy
24194,514000,0.05,EGreedy
24231,515000,0.05,EGreedy
24268,516000,0.05,EGreedy
24312,517000,0.05,EGreedy
24363,518000,0.05,EGreedy
24405,519000,0.05,EGreedy
24450,520000,0.05,EGreedy
24489,521000,0.05,EGreedy
24538,522000,0.05,EGreedy
24590,523000,0.05,EGreedy
24650,524000,0.05,EGreedy
24697,525000,0.05,EGreedy
24748,526000,0.05,EGreedy
24794,527000,0.05,EGreedy
24850,528000,0.05,EGreedy
24895,529000,0.05,EGreedy
24936,530000,0.05,EGreedy
24977,531000,0.05,EGreedy
25034,532000,0.05,EGreedy
25089,533000,0.05,EGreedy
25136,534000,0.05,EGreedy
25183,535000,0.05,EGreedy
25232,536000,0.05,EGreedy
25281,537000,0.05,EGreedy
25329,538000,0.05,EGreedy
25372,539000,0.05,EGreedy
25425,540000,0.05,EGreedy
25466,541000,0.05,EGreedy
25509,542000,0.05,EGreedy
25554,543000,0.05,EGreedy
25604,544000,0.05,EGreedy
25671,545000,0.05,EGreedy
25712,546000,0.05,EGreedy
25772,547000,0.05,EGreedy
25819,548000,0.05,EGreedy
25862,549000,0.05,EGreedy
25902,550000,0.05,EGreedy
25956,551000,0.05,EGreedy
26007,552000,0.05,EGreedy
26070,553000,0.05,EGreedy
26123,554000,0.05,EGreedy
26168,555000,0.05,EGreedy
26212,556000,0.05,EGreedy
26253,557000,0.05,EGreedy
26296,558000,0.05,EGreedy
26348,559000,0.05,EGreedy
26397,560000,0.05,EGreedy
26437,561000,0.05,EGreedy
26486,562000,0.05,EGreedy
26532,563000,0.05,EGreedy
26587,564000,0.05,EGreedy
26628,565000,0.05,EGreedy
26673,566000,0.05,EGreedy
26707,567000,0.05,EGreedy
26756,568000,0.05,EGreedy
26814,569000,0.05,EGreedy
26859,570000,0.05,EGreedy
26902,571000,0.05,EGreedy
26952,572000,0.05,EGreedy
27002,573000,0.05,EGreedy
27052,574000,0.05,EGreedy
27100,575000,0.05,EGreedy
27148,576000,0.05,EGreedy
27209,577000,0.05,EGreedy
27249,578000,0.05,EGreedy
27313,579000,0.05,EGreedy
27369,580000,0.05,EGreedy
27407,581000,0.05,EGreedy
27460,582000,0.05,EGreedy
27511,583000,0.05,EGreedy
27554,584000,0.05,EGreedy
27599,585000,0.05,EGreedy
27655,586000,0.05,EGreedy
27700,587000,0.05,EGreedy
27740,588000,0.05,EGreedy
27781,589000,0.05,EGreedy
27829,590000,0.05,EGreedy
27878,591000,0.05,EGreedy
27905,592000,0.05,EGreedy
27948,593000,0.05,EGreedy
27986,594000,0.05,EGreedy
28040,595000,0.05,EGreedy
28092,596000,0.05,EGreedy
28135,597000,0.05,EGreedy
28190,598000,0.05,EGreedy
28240,599000,0.05,EGreedy
28270,600000,0.05,EGreedy
28314,601000,0.05,EGreedy
28362,602000,0.05,EGreedy
28399,603000,0.05,EGreedy
28438,604000,0.05,EGreedy
28485,605000,0.05,EGreedy
28520,606000,0.05,EGreedy
28581,607000,0.05,EGreedy
28631,608000,0.05,EGreedy
28674,609000,0.05,EGreedy
28732,610000,0.05,EGreedy
28772,611000,0.05,EGreedy
28821,612000,0.05,EGreedy
28878,613000,0.05,EGreedy
28932,614000,0.05,EGreedy
28970,615000,0.05,EGreedy
29010,616000,0.05,EGreedy
29071,617000,0.05,EGreedy
29118,618000,0.05,EGreedy
29161,619000,0.05,EGreedy
29210,620000,0.05,EGreedy
29258,621000,0.05,EGreedy
29309,622000,0.05,EGreedy
29375,623000,0.05,EGreedy
29417,624000,0.05,EGreedy
29453,625000,0.05,EGreedy
29500,626000,0.05,EGreedy
29539,627000,0.05,EGreedy
29585,628000,0.05,EGreedy
29634,629000,0.05,EGreedy
29684,630000,0.05,EGreedy
29726,631000,0.05,EGreedy
29774,632000,0.05,EGreedy
29818,633000,0.05,EGreedy
29867,634000,0.05,EGreedy
29924,635000,0.05,EGreedy
29969,636000,0.05,EGreedy
30016,637000,0.05,EGreedy
30063,638000,0.05,EGreedy
30099,639000,0.05,EGreedy
30147,640000,0.05,EGreedy
30196,641000,0.05,EGreedy
30232,642000,0.05,EGreedy
30272,643000,0.05,EGreedy
30317,644000,0.05,EGreedy
30363,645000,0.05,EGreedy
30405,646000,0.05,EGreedy
30454,647000,0.05,EGreedy
30496,648000,0.05,EGreedy
30545,649000,0.05,EGreedy
30611,650000,0.05,EGreedy
30648,651000,0.05,EGreedy
30692,652000,0.05,EGreedy
30733,653000,0.05,EGreedy
30786,654000,0.05,EGreedy
30837,655000,0.05,EGreedy
30888,656000,0.05,EGreedy
30941,657000,0.05,EGreedy
30980,658000,0.05,EGreedy
31026,659000,0.05,EGreedy
31078,660000,0.05,EGreedy
31134,661000,0.05,EGreedy
31184,662000,0.05,EGreedy
