Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0,79,180000,LinUCB_Disjoint,1531044613000,0.0,0.0,0.000705,1.18,0.000703,nan,0.0,0.0,1.0,nan,0.0,0.162,0.838,12,0.02,0.02,0.1,0.0
0,182,190000,LinUCB_Disjoint,1531045444000,0.0,0.0,0.000527,1.18,0.000526,nan,0.0,0.0,1.0,nan,0.0,0.208,0.792,12,0.02,0.02,0.1,0.0
0,261,200000,LinUCB_Disjoint,1531046211000,0.0,0.0,0.000518,1.17,0.000516,nan,0.0,0.0,1.0,nan,0.0,0.211,0.789,12,0.02,0.02,0.1,0.0
0,327,210000,LinUCB_Disjoint,1531046990000,0.0,0.0,0.000486,1.17,0.000485,nan,0.0,0.0,1.0,nan,0.0,0.221,0.779,12,0.02,0.02,0.1,0.0
0,418,220000,LinUCB_Disjoint,1531047748000,0.0,0.0,0.000574,1.17,0.000573,nan,0.0,0.0,1.0,nan,0.0,0.19,0.81,12,0.02,0.02,0.1,0.0
2,526,230000,LinUCB_Disjoint,1531048486000,0.0038,0.0038,0.000613,1.17,0.000578,inf,0.0571,0.0,0.943,1.0,0.0571,0.211,0.789,12,0.02,0.02,0.1,0.0
2,607,240000,LinUCB_Disjoint,1531049274000,0.00329,0.00329,0.000611,1.16,0.000581,inf,0.0488,0.0,0.951,1.0,0.0488,0.205,0.795,12,0.02,0.02,0.1,0.0
2,673,250000,LinUCB_Disjoint,1531050126000,0.00297,0.00297,0.00061,1.16,0.000584,inf,0.0426,0.0,0.957,1.0,0.0426,0.2,0.8,12,0.02,0.02,0.1,0.0
2,737,260000,LinUCB_Disjoint,1531050945000,0.00271,0.00271,0.000586,1.16,0.000563,inf,0.0392,0.0,0.961,1.0,0.0392,0.203,0.797,12,0.02,0.02,0.1,0.0
3,804,270000,LinUCB_Disjoint,1531051787000,0.00373,0.00373,0.000628,1.16,0.000597,inf,0.0492,0.0,0.951,1.0,0.0492,0.198,0.802,12,0.02,0.02,0.1,0.0
4,881,280000,LinUCB_Disjoint,1531052550000,0.00454,0.00454,0.000635,1.16,0.000598,inf,0.0588,0.0,0.941,1.0,0.0588,0.203,0.797,12,0.02,0.02,0.1,0.0
4,962,290000,LinUCB_Disjoint,1531053327000,0.00416,0.00416,0.000632,1.16,0.000598,inf,0.0541,0.0,0.946,1.0,0.0541,0.201,0.799,12,0.02,0.02,0.1,0.0
4,1025,300000,LinUCB_Disjoint,1531054113000,0.0039,0.0039,0.000629,1.16,0.000598,inf,0.05,0.0,0.95,1.0,0.05,0.199,0.801,12,0.02,0.02,0.1,0.0
4,1088,310000,LinUCB_Disjoint,1531054870000,0.00368,0.00368,0.000707,1.16,0.000678,inf,0.0412,0.0,0.959,1.0,0.0412,0.177,0.823,12,0.02,0.02,0.1,0.0
