Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TrainPart,RecommendationPart
303,251636,1900000,1534246424000,0.000869,0.0012,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
328,263765,2000000,1534248381000,0.00206,0.00124,0.976,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
344,275660,2100000,1534250381000,0.00135,0.00125,0.976,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
373,287130,2200000,1534252487000,0.00253,0.0013,0.979,2.94e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
392,298545,2300000,1534254861000,0.00166,0.00131,0.983,2.95e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
408,310208,2400000,1534257558000,0.00137,0.00132,0.985,2.95e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
431,321886,2500000,1534260327000,0.00197,0.00134,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
462,334403,2600000,1534263432000,0.00248,0.00138,0.977,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
507,348261,2700000,1534266431000,0.00325,0.00146,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
537,362204,2800000,1534269300000,0.00215,0.00148,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
566,375767,2900000,1534272798000,0.00214,0.00151,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
584,390396,3000000,1534275826000,0.00123,0.0015,0.982,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
616,405278,3100000,1534279185000,0.00215,0.00152,0.982,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
656,422576,3400000,1534307392000,0.00231,0.00155,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
692,438886,3500000,1534310553000,0.00221,0.00158,0.981,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
722,454909,3600000,1534313223000,0.00187,0.00159,0.977,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
753,471083,3700000,1534315472000,0.00192,0.0016,0.981,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
767,486593,3800000,1534317461000,0.000903,0.00158,0.977,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
795,501562,3900000,1534319605000,0.00187,0.00159,0.978,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
817,516376,4000000,1534321811000,0.00149,0.00158,0.985,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
837,531122,4100000,1534324066000,0.00136,0.00158,0.982,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
862,546255,4200000,1534325982000,0.00165,0.00158,0.976,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
902,560600,4300000,1534327753000,0.00279,0.00161,0.982,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
920,571491,4400000,1534329253000,0.00165,0.00161,0.975,2.92e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
942,581083,4500000,1534330607000,0.00229,0.00162,0.978,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
966,590515,4600000,1534332371000,0.00254,0.00164,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
994,600640,4700000,1534334282000,0.00277,0.00165,0.985,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1022,610793,4800000,1534336223000,0.00276,0.00167,0.977,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1043,620430,4900000,1534338220000,0.00218,0.00168,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1081,630653,5000000,1534340324000,0.00372,0.00171,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1099,641039,5100000,1534342505000,0.00173,0.00171,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1113,651873,5200000,1534345017000,0.00129,0.00171,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1150,664357,5300000,1534348283000,0.00296,0.00173,0.987,2.96e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1169,677883,5400000,1534352099000,0.0014,0.00172,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1199,691280,5500000,1534355823000,0.00224,0.00173,0.988,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1231,704813,5600000,1534359354000,0.00236,0.00175,0.98,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1277,718177,5700000,1534362421000,0.00344,0.00178,0.985,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1307,725573,6000000,1534387000000,0.00406,0.0018,0.974,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1347,742694,6100000,1534391894000,0.00234,0.00181,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1389,759795,6200000,1534395699000,0.00246,0.00183,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1419,775559,6300000,1534397928000,0.0019,0.00183,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1447,791368,6400000,1534400142000,0.00177,0.00183,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1468,807052,6500000,1534401980000,0.00134,0.00182,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1487,822146,6600000,1534403754000,0.00126,0.00181,0.987,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1507,836975,6700000,1534405748000,0.00135,0.0018,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1517,849640,6800000,1534407692000,0.00079,0.00179,0.982,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1543,861527,6900000,1534409775000,0.00219,0.00179,0.972,2.92e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1559,873372,7000000,1534411756000,0.00135,0.00179,0.985,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1573,885229,7100000,1534413572000,0.00118,0.00178,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1591,896491,7200000,1534415178000,0.0016,0.00177,0.981,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1614,908230,7300000,1534416750000,0.00196,0.00178,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1641,920089,7400000,1534418460000,0.00228,0.00178,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1661,931624,7500000,1534420152000,0.00173,0.00178,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1675,943693,7600000,1534421958000,0.00116,0.00177,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1717,956369,7700000,1534424198000,0.00331,0.0018,0.982,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1749,969304,7800000,1534426507000,0.00247,0.0018,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1777,981952,7900000,1534428901000,0.00221,0.00181,0.985,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1797,994134,8000000,1534431501000,0.00164,0.00181,0.986,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1842,1007401,8100000,1534434488000,0.00339,0.00183,0.985,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1872,1019581,8200000,1534438303000,0.00246,0.00184,0.98,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1911,1032125,8300000,1534442273000,0.00311,0.00185,0.986,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1932,1043856,8400000,1534445358000,0.00179,0.00185,0.987,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
1968,1055927,8500000,1534448098000,0.00298,0.00186,0.986,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2050,1079721,8900000,1534477993000,0.00345,0.0019,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2084,1092097,9000000,1534481599000,0.00275,0.00191,0.982,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2105,1103083,9100000,1534484170000,0.00191,0.00191,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2127,1113764,9200000,1534486329000,0.00206,0.00191,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2173,1124572,9300000,1534488129000,0.00426,0.00193,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2199,1135242,9400000,1534489820000,0.00244,0.00194,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2224,1146360,9500000,1534491491000,0.00225,0.00194,0.977,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2252,1157496,9600000,1534493350000,0.00251,0.00195,0.959,2.88e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2270,1168110,9700000,1534495700000,0.0017,0.00194,0.98,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2308,1178709,9800000,1534498003000,0.00359,0.00196,0.975,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2324,1189613,9900000,1534500310000,0.00147,0.00195,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2364,1200590,10000000,1534502355000,0.00364,0.00197,0.977,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2396,1212637,10100000,1534504275000,0.00266,0.00198,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2435,1224938,10200000,1534506344000,0.00317,0.00199,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2459,1237149,10300000,1534508344000,0.00197,0.00199,0.977,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2491,1249593,10400000,1534510463000,0.00257,0.00199,0.985,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2519,1261245,10500000,1534513052000,0.0024,0.002,0.979,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2539,1272469,10600000,1534515766000,0.00178,0.002,0.976,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2568,1283550,10700000,1534518517000,0.00262,0.002,0.978,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2635,1295061,10800000,1534521581000,0.00582,0.00203,0.979,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2667,1307185,10900000,1534525171000,0.00264,0.00204,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2740,1319408,11000000,1534528692000,0.00597,0.00208,0.973,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2801,1331587,11100000,1534532209000,0.00501,0.0021,0.98,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2863,1344613,11200000,1534535352000,0.00476,0.00213,0.982,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
2955,1359195,11300000,1534538536000,0.00631,0.00217,0.974,2.92e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3014,1371773,11600000,1534566623000,0.00469,0.0022,0.974,2.92e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3075,1386162,11700000,1534570864000,0.00424,0.00222,0.966,2.9e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3133,1402493,11800000,1534574160000,0.00355,0.00223,0.962,2.89e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3185,1418943,11900000,1534576963000,0.00316,0.00224,0.972,2.92e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3239,1434276,12000000,1534579522000,0.00352,0.00226,0.966,2.9e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3280,1450599,12100000,1534582059000,0.00251,0.00226,0.971,2.91e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3318,1465063,12200000,1534584444000,0.00263,0.00226,0.972,2.92e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3352,1479017,12300000,1534586907000,0.00244,0.00227,0.976,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3395,1493557,12400000,1534589382000,0.00296,0.00227,0.974,2.92e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3455,1509019,12500000,1534591833000,0.00388,0.00229,0.971,2.91e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3529,1524392,12600000,1534594219000,0.00481,0.00232,0.965,2.9e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3565,1537589,12700000,1534597243000,0.00273,0.00232,0.973,2.92e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3603,1550722,12800000,1534600571000,0.00289,0.00232,0.969,2.91e+02,0.978,2.94e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3649,1563639,12900000,1534603681000,0.00356,0.00233,0.968,2.9e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3687,1576511,13000000,1534606647000,0.00295,0.00234,0.975,2.93e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3713,1588706,13100000,1534610005000,0.00213,0.00234,0.974,2.92e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3752,1600669,13200000,1534613215000,0.00326,0.00234,0.969,2.91e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3786,1613281,13300000,1534616341000,0.0027,0.00235,0.969,2.91e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3840,1626477,13400000,1534619443000,0.00409,0.00236,0.965,2.89e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3876,1639918,13500000,1534622516000,0.00268,0.00236,0.963,2.89e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3896,1652010,13600000,1534626216000,0.00165,0.00236,0.967,2.9e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
3969,1671408,13900000,1534656304000,0.00376,0.00237,0.976,2.93e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4007,1683492,14000000,1534660228000,0.00314,0.00238,0.972,2.92e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4059,1693987,14100000,1534663200000,0.00495,0.0024,0.966,2.9e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4089,1704681,14200000,1534665903000,0.00281,0.0024,0.975,2.92e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4133,1716322,14300000,1534668786000,0.00378,0.00241,0.967,2.9e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4179,1728195,14400000,1534671766000,0.00387,0.00242,0.977,2.93e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4217,1740393,14500000,1534674837000,0.00312,0.00242,0.972,2.92e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4280,1753418,14600000,1534677697000,0.00484,0.00244,0.983,2.95e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4351,1765941,14700000,1534680247000,0.00567,0.00246,0.974,2.92e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4401,1778947,14800000,1534682924000,0.00384,0.00247,0.971,2.91e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4438,1791523,14900000,1534685816000,0.00294,0.00248,0.976,2.93e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4470,1803751,15000000,1534688843000,0.00262,0.00248,0.982,2.94e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4496,1815658,15100000,1534692274000,0.00218,0.00248,0.987,2.96e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4536,1827804,15200000,1534695398000,0.00329,0.00248,0.984,2.95e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4564,1839498,15300000,1534698625000,0.00239,0.00248,0.984,2.95e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4590,1851175,15400000,1534701627000,0.00223,0.00248,0.967,2.9e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4614,1863331,15500000,1534704482000,0.00197,0.00248,0.983,2.95e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4648,1875316,15600000,1534707063000,0.00284,0.00248,0.971,2.91e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
4689,1887377,15700000,1534709673000,0.0034,0.00248,0.975,2.92e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi,6,0.1,0.0,0.0,0.0
