Clicks,Impressions,TotalImpressions,Method,Timestamp,MSE,CumulativeMSE,MMSE,MCumulativeMSE,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0.0,5.0,50000,Regression,1531044397.0,0.0214,1.81e+03,5.98e-05,5.4,12,0.02,0.02,0.1,0.0
0.0,76.0,60000,Regression,1531048898.0,0.0035,3.15e+02,0.000633,57.0,12,0.02,0.02,0.1,0.0
1.0,156.0,70000,Regression,1531053242.0,0.0025,2.25e+02,0.000899,81.0,12,0.02,0.02,0.1,0.0
2.0,275.0,80000,Regression,1531058378.0,0.00369,3.33e+02,0.00125,1.12e+02,12,0.02,0.02,0.1,0.0
2.0,325.0,90000,Regression,1531062638.0,0.00259,2.34e+02,0.0014,1.26e+02,12,0.02,0.02,0.1,0.0
2.0,417.0,100000,Regression,1531066912.0,0.0026,2.34e+02,0.00152,1.37e+02,12,0.02,0.02,0.1,0.0
2.0,510.0,110000,Regression,1531071112.0,0.0027,2.43e+02,0.00163,1.46e+02,12,0.02,0.02,0.1,0.0
3.0,604.0,120000,Regression,1531074994.0,0.0028,2.52e+02,0.00172,1.55e+02,12,0.02,0.02,0.1,0.0
4.0,706.0,130000,Regression,1531078228.0,0.00438,3.96e+02,0.00193,1.74e+02,12,0.02,0.02,0.1,0.0
4.0,782.0,140000,Regression,1531082073.0,0.0027,2.43e+02,0.00198,1.79e+02,12,0.02,0.02,0.1,0.0
5.0,895.0,150000,Regression,1531086005.0,0.00231,2.07e+02,0.002,1.81e+02,12,0.02,0.02,0.1,0.0
5.0,998.0,160000,Regression,1531104331.0,0.00369,3.33e+02,0.00211,1.9e+02,12,0.02,0.02,0.1,0.0
5.0,1079.0,170000,Regression,1531111843.0,0.00409,3.69e+02,0.00223,2.01e+02,12,0.02,0.02,0.1,0.0
5.0,1123.0,180000,Regression,1531116219.0,0.00399,3.6e+02,0.00232,2.09e+02,12,0.02,0.02,0.1,0.0
5.0,1185.0,190000,Regression,1531120754.0,0.0022,1.98e+02,0.00232,2.09e+02,12,0.02,0.02,0.1,0.0
6.0,1268.0,200000,Regression,1531126137.0,0.0022,1.98e+02,0.00231,2.08e+02,12,0.02,0.02,0.1,0.0
6.0,1401.0,210000,Regression,1531130915.0,0.0031,2.79e+02,0.00235,2.12e+02,12,0.02,0.02,0.1,0.0
6.0,1626.0,220000,Regression,1531134667.0,0.00389,3.51e+02,0.00242,2.18e+02,12,0.02,0.02,0.1,0.0
7.0,1677.0,230000,Regression,1531139354.0,0.00299,2.7e+02,0.00244,2.2e+02,12,0.02,0.02,0.1,0.0
7.0,1788.0,240000,Regression,1531144461.0,0.00379,3.42e+02,0.0025,2.25e+02,12,0.02,0.02,0.1,0.0
7.0,1874.0,250000,Regression,1531149082.0,0.0027,2.43e+02,0.00251,2.26e+02,12,0.02,0.02,0.1,0.0
7.0,1923.0,260000,Regression,1531153349.0,0.00279,2.52e+02,0.00252,2.27e+02,12,0.02,0.02,0.1,0.0
8.0,2053.0,270000,Regression,1531156206.0,0.00349,3.15e+02,0.00255,2.3e+02,12,0.02,0.02,0.1,0.0
9.0,2248.0,280000,Regression,1531158999.0,0.00389,3.51e+02,0.0026,2.35e+02,12,0.02,0.02,0.1,0.0
11.0,2380.0,290000,Regression,1531162679.0,0.00329,2.97e+02,0.00263,2.37e+02,12,0.02,0.02,0.1,0.0
11.0,2455.0,300000,Regression,1531166663.0,0.00408,3.69e+02,0.00267,2.41e+02,12,0.02,0.02,0.1,0.0
11.0,2532.0,310000,Regression,1531170651.0,0.00379,3.42e+02,0.00271,2.44e+02,12,0.02,0.02,0.1,0.0
11.0,2647.0,320000,Regression,1531179849.0,0.00339,3.06e+02,0.00273,2.46e+02,12,0.02,0.02,0.1,0.0
11.0,2767.0,330000,Regression,1531197114.0,0.00399,3.6e+02,0.00277,2.5e+02,12,0.02,0.02,0.1,0.0
11.0,2884.0,340000,Regression,1531201861.0,0.0032,2.88e+02,0.00278,2.51e+02,12,0.02,0.02,0.1,0.0
11.0,2995.0,350000,Regression,1531207087.0,0.00309,2.79e+02,0.00279,2.52e+02,12,0.02,0.02,0.1,0.0
11.0,3075.0,360000,Regression,1531212585.0,0.0021,1.89e+02,0.00277,2.5e+02,12,0.02,0.02,0.1,0.0
11.0,3133.0,370000,Regression,1531217710.0,0.0025,2.25e+02,0.00277,2.49e+02,12,0.02,0.02,0.1,0.0
12.0,3241.0,380000,Regression,1531220719.0,0.0018,1.62e+02,0.00274,2.47e+02,12,0.02,0.02,0.1,0.0
12.0,3357.0,390000,Regression,1531224744.0,0.00161,1.44e+02,0.00271,2.44e+02,12,0.02,0.02,0.1,0.0
12.0,3449.0,400000,Regression,1531229433.0,0.0023,2.07e+02,0.0027,2.43e+02,12,0.02,0.02,0.1,0.0
