Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0,4,50000,LinUCB_Disjoint,1531044397000,0.0,0.0,0.00366,3.06,0.00367,nan,0.0,0.0,1.0,nan,0.0,0.168,0.832,12,0.02,0.02,0.1,0.0
0,75,60000,LinUCB_Disjoint,1531048898000,0.0,0.0,0.00351,3.01,0.00351,nan,0.0,0.0,1.0,nan,0.0,0.176,0.824,12,0.02,0.02,0.1,0.0
1,141,70000,LinUCB_Disjoint,1531053242000,0.00709,0.00709,0.00302,3.0,0.00298,inf,0.0159,0.0,0.984,1.0,0.0159,0.209,0.791,12,0.02,0.02,0.1,0.0
2,276,80000,LinUCB_Disjoint,1531058378000,0.00725,0.00725,0.00324,3.05,0.00318,inf,0.02,0.0,0.98,1.0,0.02,0.202,0.798,12,0.02,0.02,0.1,0.0
2,340,90000,LinUCB_Disjoint,1531062638000,0.00588,0.00588,0.00308,3.05,0.00304,inf,0.0159,0.0,0.984,1.0,0.0159,0.209,0.791,12,0.02,0.02,0.1,0.0
2,440,100000,LinUCB_Disjoint,1531066912000,0.00455,0.00455,0.00299,3.04,0.00295,inf,0.0132,0.0,0.987,1.0,0.0132,0.212,0.788,12,0.02,0.02,0.1,0.0
2,533,110000,LinUCB_Disjoint,1531071112000,0.00375,0.00375,0.00294,3.06,0.00291,inf,0.0112,0.0,0.989,1.0,0.0112,0.214,0.786,12,0.02,0.02,0.1,0.0
3,635,120000,LinUCB_Disjoint,1531074994000,0.00472,0.00472,0.00292,3.07,0.00288,inf,0.0145,0.0,0.986,1.0,0.0145,0.217,0.783,12,0.02,0.02,0.1,0.0
4,731,130000,LinUCB_Disjoint,1531078228000,0.00547,0.00547,0.0031,3.07,0.00306,inf,0.0159,0.0,0.984,1.0,0.0159,0.208,0.792,12,0.02,0.02,0.1,0.0
5,815,140000,LinUCB_Disjoint,1531082073000,0.00613,0.00613,0.00306,3.06,0.00301,inf,0.018,0.0,0.982,1.0,0.018,0.209,0.791,12,0.02,0.02,0.1,0.0
6,1006,150000,LinUCB_Disjoint,1531086005000,0.00596,0.00596,0.00298,3.08,0.00293,inf,0.0199,0.0,0.98,1.0,0.0199,0.215,0.785,12,0.02,0.02,0.1,0.0
6,1121,160000,LinUCB_Disjoint,1531104331000,0.0,0.00535,0.00305,3.07,0.003,inf,0.0178,0.0,0.982,1.0,0.0178,0.209,0.791,12,0.02,0.02,0.1,0.0
6,1229,170000,LinUCB_Disjoint,1531111843000,0.0,0.00488,0.00313,3.06,0.00309,inf,0.0158,0.0,0.984,1.0,0.0158,0.203,0.797,12,0.02,0.02,0.1,0.0
6,1291,180000,LinUCB_Disjoint,1531116219000,0.0,0.00465,0.0032,3.03,0.00316,inf,0.0143,0.0,0.986,1.0,0.0143,0.199,0.801,12,0.02,0.02,0.1,0.0
6,1371,190000,LinUCB_Disjoint,1531120754000,0.0,0.00438,0.00313,3.02,0.00309,inf,0.0136,0.0,0.986,1.0,0.0136,0.201,0.799,12,0.02,0.02,0.1,0.0
7,1449,200000,LinUCB_Disjoint,1531126137000,0.0025,0.00483,0.00307,3.01,0.00302,inf,0.0151,0.0,0.985,1.0,0.0151,0.206,0.794,12,0.02,0.02,0.1,0.0
8,1573,210000,LinUCB_Disjoint,1531130915000,0.0,0.00509,0.00307,3.01,0.00302,inf,0.0162,0.0,0.984,1.0,0.0162,0.205,0.795,12,0.02,0.02,0.1,0.0
8,1764,220000,LinUCB_Disjoint,1531134667000,0.0,0.00454,0.00312,3.0,0.00307,inf,0.015,0.0,0.985,1.0,0.015,0.202,0.798,12,0.02,0.02,0.1,0.0
9,1811,230000,LinUCB_Disjoint,1531139354000,0.00417,0.00497,0.00311,2.98,0.00306,inf,0.016,0.0,0.984,1.0,0.016,0.202,0.798,12,0.02,0.02,0.1,0.0
10,1933,240000,LinUCB_Disjoint,1531144461000,0.00552,0.00517,0.00314,2.97,0.0031,inf,0.0166,0.0,0.983,1.0,0.0166,0.2,0.8,12,0.02,0.02,0.1,0.0
11,2029,250000,LinUCB_Disjoint,1531149082000,0.00655,0.00542,0.00312,2.96,0.00307,inf,0.0175,0.0,0.982,1.0,0.0175,0.202,0.798,12,0.02,0.02,0.1,0.0
